;dossier;arrondissement;adresse;lieu;libelle_type_objet;dima;dimb;dosred;Coordonnées
7542;206 400 021 002;75005;20 RUE DE LA BUCHERIE;C;TERRASSE OUVERTE;0.7;10.2;MME PANIS  (BRASSERIE);48.851887, 2.348348
7552;208 657 016 002;75005;16 RUE SOUFFLOT;A;TERRASSE FERMEE;2.6;8.6;SARL MOINAUX ET PORTIER  (BRASSERIE);48.847091, 2.342706
7553;208 657 016 002;75005;16 RUE SOUFFLOT;A;TERRASSE OUVERTE;4.1;3.1;SARL MOINAUX ET PORTIER  (BRASSERIE);48.847091, 2.342706
7559;208 929 019 005;75005;32 RUE DE LA HARPE;B;TERRASSE FERMEE;0.8;16.2;SARL CLUNY DEVELOPPEMENT  (BRASSERIE);48.852308, 2.344417
7563;208 932 001 002;75005;1 PLACE SAINT MICHEL;A;TERRASSE OUVERTE;3.6;12.87;SA LE DEPART  (BRASSERIE);48.853665, 2.344303
7588;214 245 025 002;75006;25 QUAI DES GRANDS AUGUSTINS;A;TERRASSE OUVERTE;3.3;6.1;SARL THE GREAT CANADIAN  (BRASSERIE);48.85426, 2.342896
7594;218 760 009 003;75006;9 PLACE SAINT ANDRE DES ARTS;A;CONTRE TERRASSE;7.0;17.0;SAS CHEZ CLEMENT  (BRASSERIE);48.852852, 2.343046
7602;715 459 050 002;75018;50 RUE LEON;A;TERRASSE OUVERTE;0.6;3.0;SARL SAMI  (BRASSERIE);48.890163, 2.353434
7603;716 845 001 004;75018;73 RUE MARX DORMOY;B;TERRASSE FERMEE;1.5;6.0;SARL SAMABAS  (BRASSERIE);48.89, 2.359851
7604;716 845 001 004;75018;73 RUE MARX DORMOY;B;TERRASSE OUVERTE;0.7;6.0;SARL SAMABAS  (BRASSERIE);48.89, 2.359851
7610;724 461 005 002;75018;5 PLACE HEBERT;A;TERRASSE OUVERTE;1.75;8.53;EURL CAFE DE LA PISCINE  (BRASSERIE);48.893126, 2.363355
7611;724 461 005 002;75018;1 RUE DES ROSES;C;TERRASSE OUVERTE;1.0;4.8;EURL CAFE DE LA PISCINE  (BRASSERIE);48.89316, 2.363203
7655;733 673 114 003;75019;114 AVENUE DE FLANDRE;A;TERRASSE FERMEE;1.3;7.3;SNC NTS  (BRASSERIE);48.891944, 2.378835
7675;734 881 026 003;75019;26 RUE DE JOINVILLE;A;TERRASSE OUVERTE;0.9;3.9;SARL LA PENICHE  (BRASSERIE);48.890452, 2.379029
7685;738 527 031 003;75019;53 RUE DE MEAUX;B;TERRASSE OUVERTE;0.6;1.6;SARL BRASSERIE CARREFOUR SECRETAN  (BAR RESTAURANT);48.881331, 2.373258
7698;743 673 154 002;75019;29 RUE DE L ARGONNE;C;TERRASSE OUVERTE;0.7;11.0;SARL L AUDACE  (BRASSERIE);48.894168, 2.38185
7716;708 029 033 002;75018;36 RUE CUSTINE;B;PLANCHER MOBILE;1.05;7.3;M SLAIMI LE ROYAL CUSTINE (BRASSERIE);48.888932, 2.346183
7738;709 189 015 002;75018;15 PLACE DU TERTRE;A;COMMERCE ACCESSOIRE;0.45;1.9;SARL LA CREMAILLERE DE MONTMARTRE  (BRASSERIE);48.886526, 2.340529
7739;709 189 015 002;75018;15 PLACE DU TERTRE;A;TERRASSE OUVERTE;0.45;5.8;SARL LA CREMAILLERE DE MONTMARTRE  (BRASSERIE);48.886526, 2.340529
7740;709 189 015 002;75018;15 PLACE DU TERTRE;A;TERRASSE OUVERTE;6.75;11.0;SARL LA CREMAILLERE DE MONTMARTRE  (BRASSERIE);48.886526, 2.340529
7750;715 459 050 002;75018;Pan coupé 50 RUE LEON / 23 RUE MERCADET;A;TERRASSE OUVERTE;0.6;3.35;SARL SAMI  (BRASSERIE);48.890163, 2.353434
7752;716 067 043 005;75018;43 RUE MARX DORMOY;A;TERRASSE FERMEE;1.4;8.0;SARL SAK SARL  (BRASSERIE);48.887558, 2.359633
7753;716 845 001 004;75018;Pan coupé 1 RUE ORDENER / 73 RUE MARX DORMOY;A;TERRASSE FERMEE;1.65;3.6;SARL SAMABAS  (BRASSERIE);48.884864, 2.359284
7767;725 675 008 002;75018;Pan coupé 8 RUE L OLIVE / 9 RUE DE LA GUADELOUPE;B;TERRASSE OUVERTE;2.0;3.2;SARL BRASSERIE L OLIVE  (BRASSERIE);48.890944, 2.361213
7772;726 683 044 004;75018;44 BOULEVARD NEY;A;TERRASSE FERMEE;2.1;6.25;SARL LA TULIPE NOIRE  (BRASSERIE);48.898768, 2.365793
7781;732 491 034 002;75019;34 RUE CURIAL;A;TERRASSE OUVERTE;0.6;6.0;SARL ABDELLI  (BRASSERIE);48.891678, 2.372498
7794;734 810 002 003;75019;2 AVENUE JEAN JAURES;A;TERRASSE OUVERTE;3.2;6.25;SARL LCB CAFE  (BRASSERIE);48.882727, 2.370641
7797;238 585 107 002;75006;107 RUE DE SEVRES;A;TERRASSE OUVERTE;1.0;6.9;SARL AU PETIT LUTETIA  (BRASSERIE);48.848369, 2.320545
7812;178 845 011 002;75005;Pan coupé 11 BOULEVARD SAINT GERMAIN / 5 RUE DU CARDINAL LEMOINE;A;TERRASSE OUVERTE;2.5;1.0;SARL SAINT GERMAIN  (BRASSERIE);48.848878, 2.35403
7822;180 383 002 002;75005;20 RUE DES PATRIARCHES;B;TERRASSE OUVERTE;0.6;3.0;M TRINTA  (BRASSERIE);48.84057, 2.350538
7826;181 639 020 002;75005;20 RUE CENSIER;A;TERRASSE OUVERTE;1.3;5.6;SARL LE 20  (BRASSERIE);48.840681, 2.353647
7831;183 323 007 005;75005;7 RUE DE L EPEE DE BOIS;A;TERRASSE OUVERTE;0.75;6.0;SARL INVITEZ VOUS CHEZ NOUS  (BRASSERIE);48.841526, 2.351012
7858;602 301 085 003;75015;85 RUE DE LA CONVENTION;A;TERRASSE OUVERTE;0.6;2.4;M DE SOUSA  (BRASSERIE);48.842173, 2.285787
7886;607 575 007 002;75015;Pan coupé 7 ROND POINT DU PONT MIRABEAU / 2 RUE DE LA CONVENTION;B;TERRASSE OUVERTE;1.3;5.55;SARL DR2C  (BRASSERIE);48.84507, 2.277594
7893;608 794 167 003;75015;165 RUE SAINT CHARLES;A;TERRASSE OUVERTE;2.6;8.0;SARL CARDEL PASTEUR  (BRASSERIE);48.842051, 2.281623
7933;228 845 131 002;75006;131 BOULEVARD SAINT GERMAIN;A;TERRASSE FERMEE;1.8;8.62;SNC RESTO ST GERMAIN  (BRASSERIE);48.852973, 2.336058
7934;228 845 131 002;75006;1 RUE MONTFAUCON;B;TERRASSE OUVERTE;1.2;9.0;SNC RESTO ST GERMAIN  (BRASSERIE);48.852672, 2.335876
7935;228 929 058 002;75006;66 RUE MONSIEUR LE PRINCE;C;TERRASSE OUVERTE;1.1;4.3;SNC RAYROLES ET CIE  (BRASSERIE);48.849482, 2.340129
7955;231 972 067 002;75006;1 RUE DE BERITE;B;TERRASSE OUVERTE;0.8;7.7;SARL BISTROT DES AMIS  (BRASSERIE);48.847653, 2.32419
7974;236 455 059 003;75006;59 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;3.1;7.45;SA LA MARINE  (BRASSERIE);48.844298, 2.323295
7988;236 455 127 003;75006;127 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;2.0;13.75;SARL BRASSERIE FERNAND  (RESTAURANT);48.84152, 2.331365
8015;226 370 012 002;75006;12 RUE MONSIEUR LE PRINCE;A;TERRASSE OUVERTE;0.6;11.8;SARL PRINCE  (BRASSERIE);48.850799, 2.339526
8024;228 929 058 002;75006;58 BOULEVARD SAINT MICHEL;A;TERRASSE FERMEE;1.9;12.2;SNC RAYROLES ET CIE  (BRASSERIE);48.847681, 2.340826
8025;228 929 058 002;75006;Pan coupé 58 BOULEVARD SAINT MICHEL / 2 PLACE EDMOND ROSTAND;A;TERRASSE OUVERTE;1.0;7.55;SNC RAYROLES ET CIE  (BRASSERIE);48.847669, 2.340621
8026;228 929 058 002;75006;2 PLACE DMOND ROSTAND;B;TERRASSE OUVERTE;3.5;6.3;SNC RAYROLES ET CIE  (BRASSERIE);48.847669, 2.340621
8052;232 830 004 002;75006;4 PLACE DU DIX HUIT JUIN 1940;A;TERRASSE OUVERTE;3.2;8.0;SARL LA TOUR  (BRASSERIE);48.844294, 2.323904
8056;235 656 001 002;75006;Pan coupé 1 RUE LITTRE / RUE VAUGIRARD;A;TERRASSE OUVERTE;0.7;4.5;SARL LE FORUM LITTRE  (BRASSERIE);48.848788, 2.341261
8064;236 455 127 003;75006;127 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.5;8.0;SARL BRASSERIE FERNAND  (RESTAURANT);48.84152, 2.331365
8065;236 455 127 003;75006;127 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;2.0;4.0;SARL BRASSERIE FERNAND  (RESTAURANT);48.84152, 2.331365
8072;238 137 067 002;75006;67 RUE DE RENNES;A;TERRASSE OUVERTE;1.5;4.0;SARL LMN  (BRASSERIE);48.851498, 2.331104
8076;158 769 067 002;75004;Pan coupé 67 RUE SAINT ANTOINE / 5 RUE DE L HOTEL SAINT PAUL;A;COMMERCE ACCESSOIRE;1.2;1.0;SARL CABELS SULLY  (BRASSERIE);48.854226, 2.36359
8077;158 769 067 002;75004;67 RUE SAINT ANTOINE;A;TERRASSE OUVERTE;1.0;6.0;SARL CABELS SULLY  (BRASSERIE);48.854239, 2.363511
8088;161 192 055 003;75004;1 RUE JEAN DU BELLAY;B;COMMERCE ACCESSOIRE;1.0;2.5;SARL BRASSERIE DE L ISLE ST LOUIS  (BAR - CAFE - PUB);48.8531, 2.353722
8104;746 895 098 002;75019;68 RUE CURIAL;B;TERRASSE FERMEE;0.9;11.1;SAS DELTA +  (BRASSERIE);48.893846, 2.373444
8127;754 810 150 003;75019;150 AVENUE JEAN JAURES;A;TERRASSE FERMEE;2.47;9.25;M LABDI  (BRASSERIE);48.887103, 2.38731
8139;755 903 107 003;75019;107 RUE MANIN;A;TERRASSE FERMEE;1.25;6.1;MME ZHENG  (BRASSERIE);48.883335, 2.388061
8140;755 903 107 003;75019;Pan coupé 107 RUE MANIN / 36 RUE D HAUTPOUL;A;TERRASSE OUVERTE;1.2;6.8;MME ZHENG  (BRASSERIE);48.883786, 2.387584
8154;760 419 001 003;75019;1 PLACE ARMAND CARREL;A;TERRASSE OUVERTE;1.7;3.65;SARL BRASSERIE NAPOLEON III  (RESTAURANT);48.882316, 2.381514
8155;760 419 002 003;75019;73 RUE MANIN;B;TERRASSE OUVERTE;1.8;11.7;SARL ARCARREL  (BRASSERIE);48.882555, 2.382731
8167;766 151 050 002;75019;50 RUE DE MEAUX;A;TERRASSE FERMEE;0.7;4.7;MME LAMRAOUI  (BRASSERIE);48.881858, 2.374096
8178;768 603 103 003;75019;103 AVENUE SIMON BOLIVAR;A;TERRASSE FERMEE;1.2;9.7;M LIN  (BRASSERIE);48.878103, 2.374019
8185;770 828 064 003;75020;74 BOULEVARD DE BELLEVILLE;A;TERRASSE FERMEE;3.1;8.67;SARL COURONNE DE BELLEVILLE  (BRASSERIE);48.869602, 2.380288
8186;770 828 064 003;75020;74 BOULEVARD DE BELLEVILLE;A;TERRASSE OUVERTE;1.9;8.67;SARL COURONNE DE BELLEVILLE  (BRASSERIE);48.869602, 2.380288
8204;239 671 111 004;75006;29 BOULEVARD DU MONTPARNASSE;B;PLANCHER MOBILE;4.5;11.7;SARL FL VAUGIRARD  (BRASSERIE);48.845079, 2.320328
8205;239 671 111 004;75006;29 BOULEVARD DU MONTPARNASSE;B;TERRASSE OUVERTE;4.5;11.7;SARL FL VAUGIRARD  (BRASSERIE);48.845079, 2.320328
8228;250 605 044 002;75007;44 RUE DU BAC;A;COMMERCE ACCESSOIRE;0.6;1.6;SA GAYA RIVE GAUCHE  (BRASSERIE);48.856627, 2.32667
8230;250 820 005 002;75007;5 RUE DE BELLECHASSE;A;TERRASSE OUVERTE;0.85;9.75;MME POUGET  (BRASSERIE);48.859894, 2.324583
8232;258 845 188 002;75007;188 BOULEVARD SAINT GERMAIN;A;TERRASSE OUVERTE;2.5;10.0;M BARRIE  (BRASSERIE);48.854646, 2.330355
8247;266 920 001 002;75007;1 PLACE DU PALAIS BOURBON;A;TERRASSE OUVERTE;2.4;3.2;SA BRASSERIE LE BOURBON  (BAR - CAFE - PUB);48.860634, 2.31889
8248;266 920 001 002;75007;85 RUE DE L'UNIVERSITE;B;TERRASSE FERMEE;0.75;12.7;SA BRASSERIE LE BOURBON  (BAR - CAFE - PUB);48.859813, 2.31349
8251;269 557 083 003;75007;83 RUE DE L'UNIVERSITE;A;TERRASSE FERMEE;0.75;5.35;SARL HARTHEMINIA  (BRASSERIE);48.860643, 2.319227
8306;611 795 081 002;75016;81 RUE CHARDON LAGACHE;A;TERRASSE OUVERTE;0.9;13.4;SARL GEM CHARDON  (BRASSERIE);48.841188, 2.263731
8411;347 848 090 002;75009;90 RUE DE PROVENCE;A;COMMERCE ACCESSOIRE;0.6;1.0;SARL BRASSERIE DU CENTRE  (BRASSERIE);48.874295, 2.330251
8412;347 848 090 002;75009;90 RUE DE PROVENCE;A;TERRASSE OUVERTE;0.9;14.2;SARL BRASSERIE DU CENTRE  (BRASSERIE);48.874295, 2.330251
8472;360 367 002 002;75009;3 RUE GERANDO;B;TERRASSE OUVERTE;0.6;15.4;SARL MDK-ANVERS  (BRASSERIE);48.882078, 2.345218
8482;363 538 191 003;75009;191 RUE DU FAUBOURG POISSONNIERE;A;TERRASSE OUVERTE;0.6;1.4;SARL L AVENIR  (BRASSERIE);48.883082, 2.349523
8484;364 103 020 003;75009;20 RUE GERANDO;A;TERRASSE OUVERTE;0.7;2.4;SARL AB PANORAMA  (BRASSERIE);48.882945, 2.346602
8500;173 129 001 004;75005;Pan coupé 1 RUE DES ECOLES / 32 RUE DU CARDINALE LEMOINE;A;TERRASSE FERMEE;1.2;8.0;SARL LE ROYAL JUSSIEU  (BRASSERIE);48.849792, 2.354833
8501;173 129 001 004;75005;Pan coupé 1 RUE DES ECOLES / 32 RUE DU CARDINAL LEMOINE;A;TERRASSE OUVERTE;0.6;6.5;SARL LE ROYAL JUSSIEU  (BRASSERIE);48.849792, 2.354833
8502;173 129 001 004;75005;32 RUE DU CARDINAL LEMOINE;B;TERRASSE FERMEE;0.69;10.29;SARL LE ROYAL JUSSIEU  (BRASSERIE);48.847359, 2.352618
8521;175 635 004 004;75005;4 RUE LINNE;A;TERRASSE FERMEE;1.1;4.65;SARL MIRAMOND  (BRASSERIE);48.844212, 2.354989
8527;175 635 024 002;75005;24 RUE LINNE;A;TERRASSE FERMEE;1.7;6.4;SARL SOCIETE NOUVELLE EPSILON  (BRASSERIE);48.845577, 2.354777
8552;178 845 011 002;75005;11 BOULEVARD SAINT GERMAIN;A;TERRASSE OUVERTE;0.8;3.9;SARL SAINT GERMAIN  (BRASSERIE);48.849293, 2.354486
8557;178 845 047 002;75005;47 BOULEVARD SAINT GERMAIN;A;TERRASSE OUVERTE;2.6;6.26;SARL K20  (BRASSERIE);48.84969, 2.349515
8565;180 383 002 002;75005;2 RUE DE L ARBALETE;A;CONTRE TERRASSE;1.2;6.2;M TRINTA  (BRASSERIE);48.840554, 2.350413
8583;185 138 057 002;75005;57 RUE LACEPEDE;A;TERRASSE OUVERTE;3.6;6.0;SARL CONTRESCARPE  (BRASSERIE);48.844287, 2.349472
8589;186 359 077 002;75005;Pan coupé 77 RUE MONGE / 25 RUE LARREY;A;TERRASSE OUVERTE;1.6;3.39;M MOISSET  (BRASSERIE);48.842891, 2.352316
8640;780 829 328 003;75020;Pan coupé 328 RUE DE BELLEVILLE / 261 AVENUE GAMBETTA;A;TERRASSE FERMEE;2.35;7.2;M LIARD  (BRASSERIE);
8641;780 829 328 003;75020;328 RUE DE BELLEVILLE;A;TERRASSE OUVERTE;0.6;5.8;M LIARD  (BRASSERIE);48.876909, 2.405986
8651;787 458 010 004;75020;Pan coupé 10 RUE PIXERECOURT / 1 RUE DE LA DUEE;A;TERRASSE OUVERTE;0.6;0.7;SARL LIDEL  (BRASSERIE);48.870684, 2.395452
8664;793 937 001 006;75020;13 PLACE AUGUSTE METIVIER;C;COMMERCE ACCESSOIRE;1.0;2.5;M ABANE  (BRASSERIE);48.863179, 2.388115
8668;793 937 077 003;75020;77 AVENUE GAMBETTA;A;COMMERCE ACCESSOIRE;0.8;2.2;SARL LE HOUBLON DU VIN TIEME  (BRASSERIE);48.865035, 2.397627
8669;793 937 077 003;75020;Pan coupé 77 AVENUE GAMBETTA / 2 RUE DES GATINES;A;TERRASSE OUVERTE;0.9;2.8;SARL LE HOUBLON DU VIN TIEME  (BRASSERIE);48.863032, 2.388111
8671;793 939 010 002;75020;206 RUE DES PYRENEES;B;TERRASSE FERMEE;1.2;6.0;M ROMIEU  (BRASSERIE);48.865147, 2.398322
8675;796 183 032 003;75020;Pan coupé 32 BOULEVARD DE MENILMONTANT / 2 PLACE AUGUSTE METIVIER;A;TERRASSE OUVERTE;2.5;1.4;_ET ROUCHET  (BRASSERIE);48.863155, 2.388156
8676;796 183 032 003;75020;2 PLACE AUGUSTE METIVIER;B;TERRASSE OUVERTE;0.6;15.34;_ET ROUCHET  (BRASSERIE);48.863155, 2.388156
8705;288 052 005 002;75007;5 AVENUE RAPP;A;PLANCHER MOBILE;2.4;5.5;SARL CAFE DE L ALMA  (BRASSERIE);48.860946, 2.301384
8757;296 376 041 005;75008;41 AVENUE MONTAIGNE;A;TERRASSE FERMEE;1.8;11.5;SARL AVENUE M INTERNATIONAL  (BRASSERIE);48.867303, 2.306425
8758;296 376 041 005;75008;Pan coupé 41 AVENUE MONTAIGNE / 2 RUE DE MARIGNAN;A;TERRASSE OUVERTE;1.9;7.5;SARL AVENUE M INTERNATIONAL  (BRASSERIE);48.865285, 2.303431
8759;296 376 041 005;75008;2 RUE DE MARIGNAN;B;TERRASSE FERMEE;0.8;12.3;SARL AVENUE M INTERNATIONAL  (BRASSERIE);48.867283, 2.306162
8760;296 376 041 005;75008;2 RUE DE MARIGNAN;B;TERRASSE OUVERTE;2.0;7.5;SARL AVENUE M INTERNATIONAL  (BRASSERIE);48.867283, 2.306162
8796;428 146 103 004;75011;103 AVENUE DE LA REPUBLIQUE;A;TERRASSE OUVERTE;1.0;11.8;SARL DENNIS  (BRASSERIE);48.863277, 2.385804
8814;627 544 063 002;75016;63 RUE DE LA POMPE;A;TERRASSE OUVERTE;0.9;6.0;SARL SARRANS CHALET DU XVIEME (BRASSERIE);48.862894, 2.276284
8833;793 937 093 002;75020;41 RUE DES GATINES;B;TERRASSE OUVERTE;5.3;4.5;SARL CEP 20  (BRASSERIE);48.86639, 2.3995
8834;793 939 010 002;75020;10 PLACE GAMBETTA;A;TERRASSE OUVERTE;0.7;4.6;M ROMIEU  (BRASSERIE);48.865305, 2.398441
8835;793 939 010 002;75020;206 RUE DES OPYRENEES;B;TERRASSE OUVERTE;1.6;2.5;M ROMIEU  (BRASSERIE);48.865147, 2.398322
8845;796 183 152 002;75020;152 BOULEVARD DE MENILMONTANT;A;TERRASSE FERMEE;4.0;9.2;SAS KFC FRANCE  (BRASSERIE);48.867051, 2.383382
8862;798 646 002 003;75020;2 RUE SORBIER;A;TERRASSE OUVERTE;2.4;9.8;SARL ENTREPOT S  (BRASSERIE);48.868508, 2.38947
8888;800 612 178 003;75020;Pan coupé 178 RUE DE BAGNOLET / 229 BOULEVARD DAVOUT;A;TERRASSE OUVERTE;2.0;9.0;M HAMITOUCHE  (BRASSERIE);
8919;369 474 005 002;75009;5 AVENUE TRUDAINE;A;TERRASSE OUVERTE;1.0;5.3;SARL L'APPRENTI BARBIER CAPTAIN B (BRASSERIE);48.88168, 2.345952
8948;303 542 215 003;75008;18 AVENUE HOCHE;B;TERRASSE OUVERTE;1.5;23.74;SARL LE DOREMI  (BRASSERIE);48.876453, 2.301355
8960;303 876 026 003;75008;26 AVENUE DE FRIEDLAND;A;TERRASSE OUVERTE;1.6;6.0;SARL JINGLE MANAGEMENT  (BRASSERIE);48.874462, 2.299942
8963;305 110 071 003;75008;71 RUE LA BOETIE;A;TERRASSE FERMEE;1.45;3.8;SARL MASUMA  (BRASSERIE);48.872564, 2.310153
8964;306 093 007 002;75008;7 AVENUE MATIGNON;A;TERRASSE FERMEE;5.7;16.65;SARL LE BERKELEY  (BRASSERIE);48.869915, 2.311481
8967;307 571 054 003;75008;2 RUE PAUL BAUDRY;B;TERRASSE OUVERTE;0.6;10.0;SARL AB-PONTHIEU  (BRASSERIE);48.871822, 2.306292
9005;187 001 019 004;75005;Pan coupé 19 RUE PASCAL / RUE DE VALENCE;A;TERRASSE OUVERTE;0.6;2.5;SARL ATF  (BRASSERIE);48.837972, 2.349883
9009;188 912 002 002;75005;2 BOULEVARD SAINT MARCEL;A;TERRASSE FERMEE;3.0;9.6;SARL LE SANCERRE SAINT-MARCEL  (BRASSERIE);48.840052, 2.361447
9010;188 912 002 002;75005;42 BOULEVARD DE L HOPITAL;B;TERRASSE FERMEE;3.0;5.6;SARL LE SANCERRE SAINT-MARCEL  (BRASSERIE);48.8415, 2.362644
9034;193 996 036 005;75005;36 RUE GAY LUSSAC;A;TERRASSE FERMEE;1.2;9.6;SARL TAN JACQUES  (BRASSERIE);48.844376, 2.341855
9035;193 996 056 003;75005;56 RUE GAY LUSSAC;A;TERRASSE OUVERTE;1.1;6.0;SARL LINARD JEAN CLAUDE  (BRASSERIE);48.84249, 2.342799
9067;150 780 011 002;75004;11 BOULEVARD BEAUMARCHAIS;A;TERRASSE FERMEE;2.5;10.75;SARL CHEZ OSCAR BRASSERIE 1900  (BRASSERIE);48.854547, 2.368532
9077;154 510 029 003;75004;29 BOULEVARD HENRI IV;A;COMMERCE ACCESSOIRE;1.5;1.3;M VIDAL  (BRASSERIE);48.8508, 2.361856
9078;154 510 029 003;75004;29 BOULEVARD HENRI IV;A;TERRASSE OUVERTE;0.8;5.07;M VIDAL  (BRASSERIE);48.8508, 2.361856
9120;800 612 178 003;75020;229 BOULEVARD DAVOUT;B;TERRASSE OUVERTE;1.0;9.0;M HAMITOUCHE  (BRASSERIE);48.855358, 2.410243
9138;802 608 069 002;75020;Pan coupé 149 RUE D AVRON / 69 BOULEVARD DAVOUT;B;COMMERCE ACCESSOIRE;1.8;1.45;SARL LE MARECHAL DAVOUT  (BRASSERIE);48.859042, 2.409358
9142;802 608 111 002;75020;111 BOULEVARD DAVOUT;A;TERRASSE FERMEE;1.85;13.95;SARL CAFE DES SPORTS  (BRASSERIE);48.85892, 2.409854
9143;802 608 111 002;75020;79 RUE SAINT BLAISE;B;TERRASSE FERMEE;1.25;6.0;SARL CAFE DES SPORTS  (BRASSERIE);48.856592, 2.409593
9147;805 187 003 003;75020;3 RUE DE LAGNY;A;TERRASSE OUVERTE;0.6;5.3;SARL MEL B  (BRASSERIE);48.848887, 2.399972
9149;807 652 001 002;75020;Pan coupé 1 AVENUE DE LA PORTE DE MONTREUIL / 74 BOULEVARD DAVOUT;A;TERRASSE OUVERTE;1.6;3.0;SAS EAST 62  (BRASSERIE);48.854073, 2.410975
9157;807 897 081 002;75020;81 RUE DES PYRENEES;A;TERRASSE OUVERTE;1.0;6.0;SARL MARINE  (BRASSERIE);48.853791, 2.405631
9165;809 828 047 003;75020;47 COURS DE VINCENNES;A;TERRASSE OUVERTE;0.6;5.0;SARL PATIO DE L HORLOGE  (BRASSERIE);48.84807, 2.403824
9214;430 697 008 002;75011;Pan coupé 8 PLACE DE LA BASTILLE / 1 RUE DE LA ROQUETTE;A;TERRASSE OUVERTE;1.0;2.3;SARL LE BASTILLE  (BRASSERIE);48.853393, 2.370244
9217;430 697 014 005;75011;14 PLACE DE LA BASTILLE;A;TERRASSE OUVERTE;3.2;1.8;EURL INDIANA BASTILLE  (BRASSERIE);48.853735, 2.369942
9218;430 697 014 005;75011;14 PLACE DE LA BASTILLE;A;TERRASSE OUVERTE;4.7;6.75;EURL INDIANA BASTILLE  (BRASSERIE);48.853735, 2.369942
9224;431 891 001 004;75011;1 RUE DE CHARONNE;A;TERRASSE OUVERTE;1.38;8.2;SARL LA FONTAINE CHARONNE  (BRASSERIE);48.852069, 2.373803
9234;435 020 002 003;75011;43 RUE DE CHARONNE;B;TERRASSE FERMEE;1.3;4.7;SNC LE KELLER  (BRASSERIE);48.853305, 2.377062
9242;435 486 081 002;75011;29 RUE MERCOEUR;B;TERRASSE OUVERTE;0.6;3.0;SARL FBTEX  (BRASSERIE);48.857607, 2.384474
9248;436 991 006 002;75011;6 AVENUE PARMENTIER;A;TERRASSE OUVERTE;3.0;8.1;SARL BSA ASSOCIES  (BRASSERIE);48.859077, 2.379782
9274;441 890 025 003;75011;17 AVENUE DE TAILLEBOURG;B;TERRASSE FERMEE;2.1;6.95;SARL LE TAILLEBOURG  (BRASSERIE);48.850252, 2.398444
9275;441 890 025 003;75011;17 AVENUE DE TAILLEBOURG;B;TERRASSE OUVERTE;1.3;6.95;SARL LE TAILLEBOURG  (BRASSERIE);48.850252, 2.398444
9293;445 402 116 003;75011;116 AVENUE LEDRU ROLLIN;A;TERRASSE OUVERTE;1.4;9.5;SARL LE BISTROT DU PEINTRE  (BRASSERIE);48.853023, 2.377314
9306;802 608 111 002;75020;Pan coupé 111 BOULEVARD DAVOUT / 79 RUE SAINT BLAISE;A;TERRASSE FERMEE;1.5;3.89;SARL CAFE DES SPORTS  (BRASSERIE);48.85892, 2.409854
9325;809 828 047 003;75020;47 COURS DE VINCENNES;A;TERRASSE FERMEE;0.6;7.0;SARL PATIO DE L HORLOGE  (BRASSERIE);48.84807, 2.403824
9353;326517011B004;75008;16 RUE DE TURIN;B;PLANCHER MOBILE;0.7;4.8;SARL PRIMEROSE  (BRASSERIE);48.881092, 2.324768
9372;462578216B002;75012;216 AVENUE DAUMESNIL;A;TERRASSE FERMEE;1.05;5.1;SARL LE ROYAL DAUMESNIL  (BRASSERIE);48.837578, 2.400421
9374;482814021B002;75012;Pan coupé 21 BOULEVARD DIDEROT / 2 RUE DE LYON;A;TERRASSE FERMEE;2.64;11.45;SA BRASSERIE L EUROPEEN  (BRASSERIE);48.845156, 2.368902
9389;520517070B002;75013;70 BOULEVARD AUGUSTE BLANQUI;A;TERRASSE OUVERTE;2.7;9.7;SARL SEBELI  (BRASSERIE);48.830321, 2.347735
9404;322 289 017 005;75008;17 RUE DE CONSTANTINOPLE;A;TERRASSE FERMEE;0.9;3.9;SARL MAMS  (BRASSERIE);48.879958, 2.320203
9430;328 222 001 002;75008;31 AVENUE DE MESSINE;B;TERRASSE FERMEE;2.3;10.9;SNC OSTY ET CIE  (BRASSERIE);48.876431, 2.312947
9460;332 116 066 003;75009;Pan coupé 66 RUE DE CLICHY / 1 RUE DE VINTIMILLE;A;TERRASSE OUVERTE;0.6;8.4;SAS SAS VERDIER  (BRASSERIE);48.881863, 2.328328
9461;332 932 038 002;75009;92 RUE BLANCHE;B;TERRASSE OUVERTE;1.0;1.3;SARL COMME AU PETIT DOUAI  (BRASSERIE);48.882848, 2.332142
9487;340 493 015 002;75009;15 RUE AUBER;A;TERRASSE OUVERTE;1.3;5.4;SARL OPERA CAFE  (BRASSERIE);48.872764, 2.328591
9496;341 912 059 004;75009;59 RUE DE CHATEAUBUN;A;COMMERCE ACCESSOIRE;1.6;1.9;SA ROYAL TRINITE  (BRASSERIE);48.876205, 2.332307
9538;250 820 005 002;75007;Pan coupé 5 RUE DE BELLECHASSE / 79 RUE DE LILLE;A;TERRASSE OUVERTE;1.5;2.9;MME POUGET  (BRASSERIE);48.859894, 2.324583
9539;250 820 005 002;75007;Pan coupé 5 RUE DE BELLECHASSE / 79 RUE DE LILLE;A;TERRASSE OUVERTE;0.8;5.0;MME POUGET  (BRASSERIE);48.859894, 2.324583
